"","lon","lat"
"777",-93.2435334,38.708367
"778",-81.6505379,30.3296241
"779",-114.3417356,48.2207174
"780",-96.0782621,39.83726
"781",-74.005389,40.74127
"782",-95.4724613,37.675374
"783",-103.6027898,43.7652858
"784",-118.291684,34.0695618
"785",-99.8880253,39.8378253
"786",-98.7013762,39.4371162
"787",-73.960883,40.7670517
"788",-99.1074997,38.1842954
"789",-96.7021212,33.0011042
"790",-95.398434,29.7849454
"791",-96.31932,39.2049394
"792",-80.2606177,40.405654
"793",-79.995298,40.4424701
"794",-97.8921853,38.0777034
"795",-82.1446531,41.4740743
"796",-87.6304222,41.8742718
"797",-87.3884958,39.4554269
"798",-96.7726545,39.0792149
"799",-99.2964912,39.2475136
"800",-75.1548844,39.9471865
"801",-115.1472281,36.1712877
"802",-118.2154268,33.8931457
"803",NA,NA
"804",-97.5132964,37.7257513
"805",-97.226941,37.743607
"806",-97.3322789,37.6994462
"807",-97.2981833,37.6953199
"808",-97.2741365,37.6813983
"809",-93.2831006,44.9675529
"810",-95.69591,39.0565558
"811",-95.6964703,39.0526033
"812",-93.6416917,41.5926657
"813",-82.0424589,33.5087207
"814",-94.5137246,37.0849043
"815",-95.4013383,37.9176241
"816",-85.8909054,38.9613078
"817",-85.0566907,41.36162
"818",-102.0861419,32.0097202
"819",-97.610151,37.0262229
"820",-101.0446605,39.3789117
"821",-95.1329857,39.5650741
"822",-92.3695237,30.2125111
"823",-96.8751853,39.891067
"824",-76.0658691,40.1071955
"825",-95.7082419,37.408529
"826",-87.3230239,36.5170423
"827",-94.6114264,39.0568977
"828",-94.7866525,39.1265615
"829",-70.2006903,44.1008039
"830",-83.9165167,35.9610915
"831",-67.9985867,46.6750874
"832",-122.4342584,37.7621776
"833",-68.591976,47.265578
"834",-68.0082891,46.8796557
"835",-69.8904322,43.9060845
"836",-72.6290718,42.2003025
"837",-70.2649211,43.6514471
"838",-70.2761836,43.6532432
"839",-70.1631958,44.6262078
"840",-74.451143,40.4995736
"841",-68.2023027,44.3849467
"842",-68.5871959,44.4115562
"843",-94.587904,39.038957
"844",-69.78167,44.3624949
"845",-69.6625689,44.5428876
"846",-90.5157222,38.6800883
"847",-69.5305152,44.0262218
"848",-116.1951308,43.6184077
